Lin_reg	Svr_linear	SVR_rbf	Ran_for_reg	KNN	Xg_reg	Dec_tree_reg	Bag_reg	Ransa	Lasso
1725.5504340470482	2260.026164910251	4472.329336240901	1365.3138099999996	1689.5873047619045	4327.8403552827385	1560.547619047619	1061.646823809524	3165.1454563162974	1810.4687311046218
1442837852674670.8	3531.7519511693163	4107.464836108419	1371.6514290476189	2055.023809523809	4327.8403552827385	1560.547619047619	1058.494442857143	2346033991102163.0	1733.6868530399574
225776702134378.06	4526.559446084673	3933.180772508083	1366.8385719047617	2254.6714285714284	4327.8403552827385	1560.547619047619	1091.0039666666669	997015436445937.4	1823.7778923892745
